Legislator,Party,"Vote on Energy Independence and Security Act of 2007 On Passage - Senate - H.R. 6, As Amended, 06/22/2007",Contribution Amount,Contributor Employer,Contributor Interest Group,Interest Group Position on Energy Independence and Security Act of 2007
"Birch ""Evan"" Bayh",Democrat,Yes,$1000,,Crop production & basic processing,Support
"Birch ""Evan"" Bayh",Democrat,Yes,$1000,,Crop production & basic processing,Support
"Birch ""Evan"" Bayh",Democrat,Yes,$250,,Crop production & basic processing,Support
"Birch ""Evan"" Bayh",Democrat,Yes,$250,,Crop production & basic processing,Support
"Birch ""Evan"" Bayh",Democrat,Yes,$500,,Crop production & basic processing,Support
"Birch ""Evan"" Bayh",Democrat,Yes,$250,Wright's Seed Farm,Crop production & basic processing,Support
"Birch ""Evan"" Bayh",Democrat,Yes,$250,,Crop production & basic processing,Support
"Birch ""Evan"" Bayh",Democrat,Yes,$200,,Crop production & basic processing,Support
"Birch ""Evan"" Bayh",Democrat,Yes,$200,,Crop production & basic processing,Support
"Birch ""Evan"" Bayh",Democrat,Yes,$2000,,Crop production & basic processing,Support
"Birch ""Evan"" Bayh",Democrat,Yes,$1000,,Crop production & basic processing,Support
"Birch ""Evan"" Bayh",Democrat,Yes,$2000,,Crop production & basic processing,Support
"Birch ""Evan"" Bayh",Democrat,Yes,$250,,Crop production & basic processing,Support
"Birch ""Evan"" Bayh",Democrat,Yes,$250,Wilkinson Farmers,Crop production & basic processing,Support
"Birch ""Evan"" Bayh",Democrat,Yes,$250,Wilkinson Farmers,Crop production & basic processing,Support
Bob Bennett,Republican,No,$513,Blue Blood Farms,Crop production & basic processing,Support
Bob Bennett,Republican,No,$1115,Blue Blood Farms,Crop production & basic processing,Support
Bob Bennett,Republican,No,$200,,Crop production & basic processing,Support
Bob Bennett,Republican,No,$200,Trent Felton Farms,Crop production & basic processing,Support
Bob Bennett,Republican,No,$250,,Crop production & basic processing,Support
Bob Bennett,Republican,No,$250,Helms Farms,Crop production & basic processing,Support
Bob Bennett,Republican,No,$250,,Crop production & basic processing,Support
Bob Bennett,Republican,No,$250,,Crop production & basic processing,Support
Bob Bennett,Republican,No,$1000,Cargill Inc,Crop production & basic processing,Support
Joe Biden,Democrat,Yes,$500,Candyland Farms,Crop production & basic processing,Support
Joe Biden,Democrat,Yes,$500,Candyland Farms,Crop production & basic processing,Support
Joe Biden,Democrat,Yes,$250,Candyland Farms,Crop production & basic processing,Support
Joe Biden,Democrat,Yes,$2000,Millcreek Farms,Crop production & basic processing,Support
Joe Biden,Democrat,Yes,$250,Candyland Farms,Crop production & basic processing,Support
Joe Biden,Democrat,Yes,$500,Candyland Farms,Crop production & basic processing,Support
Joe Biden,Democrat,Yes,$2100,Lucky M Farm,Crop production & basic processing,Support
Joe Biden,Democrat,Yes,$250,Candyland Farms,Crop production & basic processing,Support
Joe Biden,Democrat,Yes,$250,,Crop production & basic processing,Support
Joe Biden,Democrat,Yes,$1000,American China Farm,Crop production & basic processing,Support
"Jesse ""Jeff"" Bingaman",Democrat,Yes,$250,,Crop production & basic processing,Support
"Jesse ""Jeff"" Bingaman",Democrat,Yes,$267,,Crop production & basic processing,Support
"Jesse ""Jeff"" Bingaman",Democrat,Yes,$500,,Crop production & basic processing,Support
"Jesse ""Jeff"" Bingaman",Democrat,Yes,$500,,Crop production & basic processing,Support
"Jesse ""Jeff"" Bingaman",Democrat,Yes,$500,,Crop production & basic processing,Support
"Jesse ""Jeff"" Bingaman",Democrat,Yes,$1000,,Crop production & basic processing,Support
"Jesse ""Jeff"" Bingaman",Democrat,Yes,$350,,Crop production & basic processing,Support
"Jesse ""Jeff"" Bingaman",Democrat,Yes,$1000,,Crop production & basic processing,Support
"Jesse ""Jeff"" Bingaman",Democrat,Yes,$500,,Crop production & basic processing,Support
"Jesse ""Jeff"" Bingaman",Democrat,Yes,$250,,Crop production & basic processing,Support
"Jesse ""Jeff"" Bingaman",Democrat,Yes,$250,,Crop production & basic processing,Support
"Jesse ""Jeff"" Bingaman",Democrat,Yes,$500,Salopek Farms,Crop production & basic processing,Support
"Jesse ""Jeff"" Bingaman",Democrat,Yes,$500,Db Enterprises,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$2000,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$2000,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$2000,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$2000,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$2000,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$2000,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$2000,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$2000,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$200,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$200,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$300,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$300,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,Haggard Farms,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,Haggard Farms,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$250,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$250,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$1000,Mt Level Land Co,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$1000,Mt Level Land Co,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,Cross Creek Farms,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$2000,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$250,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$1000,Farm Manager,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,Paul Steele Farms,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$200,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$250,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$450,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,Paul Steele Farms,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,Haggard Farms,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$1000,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$200,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$1000,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$2000,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$200,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$250,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$250,Ham Hill Farms,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$2000,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$2000,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$250,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$200,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$1000,Fresh Express,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$250,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$200,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$200,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$500,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$2000,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$200,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$250,,Crop production & basic processing,Support
"Christopher ""Kit"" Bond",Republican,Not Voting,$200,,Crop production & basic processing,Support
